Y,Z
887.000000,215.605832
794.000000,-331.351980
1018.000000,300.675591
1705.000000,109.187495
564.000000,-920.844781
960.000000,158.204934
724.000000,-274.104278
1212.000000,614.942615
1115.000000,392.008611
922.000000,463.446269
542.000000,-660.987844
1107.000000,405.650842
749.000000,-218.215284
543.000000,-656.517188
977.000000,419.410449
765.000000,118.734278
352.000000,-1761.265940
1176.000000,638.336203
527.000000,-781.389682
843.000000,261.162746
802.000000,-119.695131
824.000000,-124.992330
722.000000,-146.514365
782.000000,-147.925394
555.000000,-1117.358566
490.000000,-1080.024606
1206.000000,613.403140
635.000000,-1057.674146
877.000000,329.119617
996.000000,259.743468
483.000000,-1032.058544
1071.000000,721.336203
632.000000,-659.551127
570.000000,-689.619945
1043.000000,427.504956
1119.000000,455.436138
1295.000000,586.198567
957.000000,305.249004
797.000000,-130.821696
1009.000000,615.762790
441.000000,-956.015415
610.000000,-448.268545
747.000000,-434.584124
407.000000,-1449.112745
564.000000,-641.619945
608.000000,-391.815328
769.000000,135.443446
1128.000000,548.626094
626.000000,-719.005284
933.000000,-49.771258
987.000000,304.606772
619.000000,-334.883205
818.000000,52.974672
465.000000,-1472.001739
1051.000000,661.404081
428.000000,-980.587888
779.000000,-250.130908
766.000000,-358.805197
827.000000,185.272812
683.000000,-525.566685
2121.000000,902.636225
1440.000000,811.294015
870.000000,375.770098
374.000000,-2070.653161
582.000000,-650.354803
863.000000,28.580142
729.000000,-20.112527
1534.000000,865.670164
1178.000000,606.719661
832.000000,157.470077
718.000000,-50.506116
869.000000,340.915044
814.000000,-14.635503
739.000000,-287.967582
1071.000000,700.387582
794.000000,226.684781
555.000000,-164.744628
746.000000,-391.900645
1138.000000,599.753599
738.000000,48.639770
573.000000,-1152.065853
756.000000,298.941674
1184.000000,963.491280
715.000000,1.212243
885.000000,-276.285044
920.000000,101.272812
1022.000000,274.111368
1128.000000,-291.044650
550.000000,-362.088720
461.000000,-1351.675087
769.000000,345.606772
1068.000000,477.265503
798.000000,-302.891455
784.000000,-38.411608
582.000000,-717.970404
866.000000,225.171936
1376.000000,-61.334540
1437.000000,793.498588
598.000000,-517.952965
1105.000000,621.087560
826.000000,29.929661
1309.000000,433.239814
768.000000,-67.130908
684.000000,-659.312614
494.000000,-755.013534
1013.000000,478.821477
492.000000,-1118.681455
1228.000000,891.986685
565.000000,-525.208917
597.000000,-501.747450
664.000000,-29.163906
381.000000,-2040.637603
738.000000,-64.583184
878.000000,278.846225
866.000000,392.600405
834.000000,-34.666619
928.000000,137.170055
609.000000,-419.960273
675.000000,-271.788698
808.000000,-797.117231
1252.000000,540.796729
694.000000,-877.775021
1203.000000,538.882046
1159.000000,426.162746
765.000000,27.211302
1033.000000,535.181127
816.000000,187.563643
1177.000000,469.078370
798.000000,76.913162
686.000000,-134.891455
917.000000,71.880164
640.000000,-322.318041
1093.000000,498.206816
1416.000000,851.644475
1347.000000,748.019683
1482.000000,861.183008
613.000000,-738.397932
1070.000000,621.138939
707.000000,-485.020842
829.000000,182.999420
690.000000,72.956291
794.000000,-505.919026
747.000000,166.641652
571.000000,-656.790580
667.000000,-329.865766
720.000000,-533.995153
666.000000,-301.302483
787.000000,279.308632
570.000000,-514.867647
479.000000,-1327.881542
1249.000000,607.600405
698.000000,116.374628
737.000000,2.015919
916.000000,157.803096
1076.000000,700.617844
789.000000,474.882046
859.000000,-111.924453
989.000000,200.127867
1308.000000,751.532527
602.000000,-674.184168
676.000000,-111.694190
661.000000,-194.668501
838.000000,133.547144
996.000000,327.563643
640.000000,-391.823577
1935.000000,967.687604
657.000000,-141.155656
1284.000000,521.429770
1213.000000,719.053621
575.000000,-939.255809
325.000000,-2280.995371
971.000000,394.513206
877.000000,426.172877
632.000000,-65.190536
1481.000000,497.113249
997.000000,211.162746
995.000000,365.376510
902.000000,409.411389
1209.000000,491.044431
459.000000,-1289.365875
1031.000000,152.118676
793.000000,115.939792
931.000000,119.461827
812.000000,-344.446488
914.000000,-323.926335
828.000000,-291.943774
1064.000000,-310.463928
853.000000,7.803096
542.000000,-1818.591651
1219.000000,888.670164
948.000000,-28.222593
912.000000,187.547144
1061.000000,240.778348
935.000000,-371.004343
642.000000,-1022.477822
577.000000,-605.252986
597.000000,-536.858457
814.000000,58.759967
733.000000,-686.013534
823.000000,284.094869
991.000000,550.686663
743.000000,79.016860
961.000000,419.538895
726.000000,-132.548304
725.000000,-322.737319
690.000000,-153.045591
929.000000,506.035241
1246.000000,303.102177
572.000000,-620.970404
486.000000,-678.185109
631.000000,-278.190536
912.000000,689.651783
771.000000,-456.319923
863.000000,-109.418917
1163.000000,652.891236
1069.000000,391.325131
797.000000,96.930602
1320.000000,479.932484
905.000000,56.059989
876.000000,-155.960273
640.000000,-414.414431
723.000000,-69.974891
516.000000,-885.022724
617.000000,-352.182286
583.000000,-692.630076
988.000000,128.016860
717.000000,-685.425503
781.000000,-41.532746
771.000000,-1.018960
604.000000,-377.106159
620.000000,-623.687822
759.000000,66.289311
703.000000,-629.552067
1015.000000,301.249004
771.000000,83.195744
1010.000000,349.018742
601.000000,-456.088720
1191.000000,626.856357
969.000000,264.085678
1102.000000,659.284825
1466.000000,826.405022
787.000000,141.530645
680.000000,-191.515306
745.000000,-14.787757
820.000000,163.043490
777.000000,-88.035459
1348.000000,717.806860
882.000000,-93.702440
720.000000,-91.856575
728.000000,-380.763949
913.000000,320.257254
629.000000,-645.603446
1536.000000,954.960995
922.000000,374.000361
1015.000000,646.686663
455.000000,-1021.946597
1215.000000,775.549967
922.000000,127.418698
889.000000,-145.206094
582.000000,-695.346553
1382.000000,600.882987
765.000000,-510.490558
503.000000,-656.304365
710.000000,106.435197
611.000000,-363.934584
1900.000000,372.214125
925.000000,-144.308851
861.000000,369.504956
866.000000,-111.172155
463.000000,-1116.348435
989.000000,551.882046
569.000000,-607.859398
1421.000000,774.284825
435.000000,-1238.529201
794.000000,-828.996094
806.000000,-43.216225
783.000000,-149.344672
726.000000,-75.710689
479.000000,-1154.494321
632.000000,-559.943774
622.000000,-329.686882
884.000000,11.990230
1144.000000,725.874737
930.000000,24.897604
908.000000,127.383818
507.000000,-816.278676
455.000000,-1116.886969
852.000000,-371.619004
952.000000,772.148129
579.000000,-412.516247
1174.000000,-56.334540
643.000000,-613.843840
596.000000,-646.970404
928.000000,357.129748
983.000000,455.718720
764.000000,-2.592374
1013.000000,387.384759
620.000000,-585.440120
819.000000,207.624212
472.000000,-987.570448
830.000000,85.581083
1181.000000,717.660974
720.000000,-604.969464
720.000000,-57.214343
645.000000,-598.952965
729.000000,-75.385919
758.000000,-55.805197
1016.000000,212.282943
857.000000,-72.863884
656.000000,-671.647516
1001.000000,362.068239
999.000000,389.264562
604.000000,-238.165787
1054.000000,372.282002
721.000000,-177.822637
733.000000,-325.550186
568.000000,-1307.530142
1092.000000,631.848107
1106.000000,595.233446
944.000000,131.649902
802.000000,-17.042768
735.000000,-138.677691
1785.000000,1095.320645
593.000000,-915.655765
887.000000,-512.551127
595.000000,-734.330054
589.000000,-421.011652
745.000000,162.793906
822.000000,327.625153
903.000000,160.794847
955.000000,636.471958
1575.000000,875.208698
850.000000,-16.618063
551.000000,-737.038282
878.000000,343.316882
467.000000,-1184.273249
781.000000,-56.709748
734.000000,-834.800711
633.000000,-240.652002
495.000000,-1707.668719
915.000000,-21.897823
939.000000,-194.259354
571.000000,-545.158479
1120.000000,734.635284
707.000000,-409.490558
925.000000,426.427888
812.000000,-72.437297
900.000000,419.538895
1031.000000,450.992112
748.000000,-253.721761
1155.000000,592.078370
560.000000,-555.081411
725.000000,-515.474059
765.000000,582.455459
1045.000000,230.981980
1153.000000,521.283884
819.000000,542.446269
991.000000,503.882046
778.000000,316.640711
709.000000,-328.309792
707.000000,-592.013534
722.000000,65.169114
1096.000000,492.984803
864.000000,108.400317
660.000000,44.366379
720.000000,-210.088720
699.000000,-688.430930
762.000000,60.990230
838.000000,227.606772
747.000000,204.752659
553.000000,-549.867647
697.000000,87.068239
699.000000,-96.078588
443.000000,-965.902527
758.000000,-263.901586
1123.000000,507.736160
1037.000000,167.966422
1123.000000,648.447210
564.000000,-555.218107
658.000000,109.691149
567.000000,-933.159420
567.000000,-713.783271
578.000000,-506.294234
942.000000,321.155438
689.000000,-320.978654
462.000000,-1603.166006
976.000000,-195.147407
661.000000,-205.540995
944.000000,277.555394
653.000000,-295.594256
847.000000,-113.155656
876.000000,72.640711
1893.000000,885.183008
566.000000,-531.926335
807.000000,236.137057
1396.000000,415.197626
741.000000,-1021.100732
748.000000,-686.124540
826.000000,-386.122658
879.000000,-30.334540
686.000000,-747.783271
688.000000,-169.216225
702.000000,-269.201608
384.000000,-1051.613577
477.000000,-1078.331936
1013.000000,438.600405
533.000000,-692.637385
492.000000,-617.748391
476.000000,-1057.049354
808.000000,394.582965
925.000000,316.948982
620.000000,-1090.784212
712.000000,-641.619004
944.000000,280.007670
696.000000,-287.705262
784.000000,42.101236
1054.000000,440.341630
756.000000,82.631521
518.000000,-707.996094
696.000000,158.512265
728.000000,-394.226356
1058.000000,198.708589
722.000000,-161.387801
783.000000,-195.941893
478.000000,-1031.305306
964.000000,127.742527
756.000000,-226.147407
819.000000,-214.745569
537.000000,-1817.523774
605.000000,-314.396050
411.000000,-2436.900863
929.000000,414.685722
888.000000,-176.900645
1304.000000,672.087560
738.000000,-508.721761
712.000000,-332.404300
721.000000,15.587451
1141.000000,469.898545
1474.000000,850.260076
973.000000,305.136116
897.000000,252.419639
1162.000000,758.148129
1187.000000,955.115131
636.000000,76.870974
785.000000,-399.363052
716.000000,-369.900645
641.000000,-216.438238
527.000000,-959.956728
1396.000000,765.541717
696.000000,-363.934584
414.000000,-1411.401695
778.000000,-590.362111
1003.000000,224.624212
1339.000000,688.404081
799.000000,-222.437297
1050.000000,237.050799
1183.000000,796.105941
748.000000,98.494825
1568.000000,1004.550908
728.000000,-147.993271
1194.000000,831.781170
935.000000,260.205875
349.000000,-1836.256750
805.000000,-416.019901
713.000000,-237.720820
1030.000000,279.615963
1211.000000,554.462768
967.000000,300.462768
470.000000,-1166.579638
701.000000,-733.158479
646.000000,-190.308851
460.000000,-1413.573271
679.000000,-453.456619
1029.000000,225.658151
1015.000000,532.146247
459.000000,-1274.735656
565.000000,-898.861280
894.000000,283.914103
837.000000,-38.787757
1092.000000,570.104059
822.000000,-292.498807
556.000000,-1345.949419
997.000000,482.531586
936.000000,171.759026
487.000000,-897.286925
978.000000,597.001302
623.000000,50.828786
859.000000,529.838917
534.000000,-703.063971
852.000000,242.050799
936.000000,130.896663
1224.000000,277.709530
482.000000,-1291.830163
699.000000,150.110427
638.000000,-325.241914
832.000000,201.051740
1170.000000,686.438020
1156.000000,517.283884
952.000000,289.461827
776.000000,221.402199
940.000000,255.487516
1406.000000,367.418698
662.000000,-618.217166
872.000000,109.794847
641.000000,-784.920908
621.000000,-143.385919
705.000000,-160.310733
889.000000,200.485635
893.000000,227.905853
706.000000,-48.531805
551.000000,-348.498807
612.000000,-345.072221
836.000000,90.169114
1082.000000,-12.556554
531.000000,-648.680514
667.000000,-115.897823
856.000000,328.180186
906.000000,433.872855
968.000000,462.864606
496.000000,-648.903468
1349.000000,957.046313
733.000000,-756.629135
619.000000,-946.809901
842.000000,234.393009
1027.000000,318.505897
1246.000000,530.394890
1325.000000,787.908676
912.000000,400.633403
836.000000,371.026991
640.000000,-602.114409
1150.000000,497.017801
1163.000000,602.446269
658.000000,-103.993271
910.000000,-1.018020
1036.000000,277.495766
827.000000,153.563643
735.000000,13.494825
737.000000,-15.505175
1105.000000,465.265503
942.000000,147.554453
975.000000,470.599464
729.000000,-126.480427
882.000000,-81.565744
496.000000,-1033.341126
1451.000000,797.310514
579.000000,-448.336422
863.000000,140.435197
839.000000,61.956291
671.000000,-353.096969
830.000000,238.145306
1114.000000,579.309573
692.000000,-61.848326
864.000000,2.015919
613.000000,-203.565744
1097.000000,768.183008
960.000000,583.626094
1005.000000,581.370142
1059.000000,483.762790
478.000000,-1688.145743
553.000000,-633.732833
956.000000,220.770098
656.000000,-19.660251
1033.000000,463.548085
621.000000,-828.809901
1002.000000,286.069179
821.000000,454.667341
1462.000000,408.855416
1346.000000,754.268326
711.000000,-311.610755
655.000000,-488.560317
821.000000,-746.039223
846.000000,-263.420799
458.000000,-1179.631017
725.000000,54.896663
817.000000,58.220492
659.000000,-163.574934
587.000000,-386.011652
786.000000,-78.925394
1065.000000,396.770098
983.000000,724.908676
993.000000,550.711411
936.000000,381.154497
995.000000,198.948982
891.000000,175.341630
696.000000,-342.926335
876.000000,258.863665
1285.000000,887.525219
677.000000,-863.304365
858.000000,333.582024
476.000000,-1289.887910
543.000000,-372.525437
646.000000,64.187495
996.000000,466.625153
986.000000,448.736160
773.000000,-299.781389
998.000000,83.170996
740.000000,137.631521
907.000000,-11.129026
1158.000000,559.959114
1202.000000,815.900426
828.000000,244.683840
800.000000,-400.995153
1094.000000,281.384759
893.000000,-461.815328
1176.000000,838.584847
1204.000000,397.180186
852.000000,340.350821
871.000000,-16.856575
586.000000,-1080.861280
673.000000,-138.053840
857.000000,41.195744
848.000000,470.564584
562.000000,-775.519070
1173.000000,567.823359
429.000000,-1268.374124
731.000000,-145.848326
778.000000,-245.446488
529.000000,-914.980536
458.000000,-1437.992548
652.000000,-954.509879
508.000000,-1247.093424
823.000000,45.879223
815.000000,-203.617122
728.000000,-285.429989
742.000000,117.726969
879.000000,400.351761
618.000000,-331.260295
642.000000,-180.404300
675.000000,-48.318982
803.000000,-455.311674
783.000000,-195.985022
892.000000,190.785657
860.000000,612.241696
740.000000,97.331499
977.000000,143.794847
471.000000,-725.714453
846.000000,292.479267
807.000000,247.435197
644.000000,-414.090601
722.000000,243.537954
1061.000000,690.823359
1246.000000,747.037122
517.000000,-777.047472
325.000000,-2228.866925
1119.000000,754.900426
414.000000,-1250.640207
626.000000,-619.978654
849.000000,-353.104278
649.000000,-658.978654
671.000000,-0.188654
479.000000,-1346.540273
660.000000,-1836.277012
705.000000,-412.815328
826.000000,156.008611
581.000000,-697.714453
691.000000,-340.523556
721.000000,-173.011652
418.000000,-1154.759463
474.000000,-635.748391
669.000000,-24.087779
897.000000,16.007670
853.000000,-26.479486
781.000000,-167.480427
978.000000,387.530645
1129.000000,785.148129
783.000000,36.811346
1165.000000,557.924234
974.000000,67.640711
820.000000,212.521455
641.000000,-198.703381
1012.000000,-347.618063
771.000000,-57.641871
678.000000,-1010.981476
877.000000,530.882046
771.000000,189.145306
875.000000,326.480208
1327.000000,850.362833
805.000000,196.914103
939.000000,438.984803
1421.000000,927.157319
674.000000,-196.585065
689.000000,-175.941893
679.000000,-435.902527
1536.000000,917.986685
912.000000,291.128807
1074.000000,631.489398
1232.000000,776.225197
846.000000,-73.001521
985.000000,-206.191477
923.000000,105.999420
389.000000,-1453.195240
809.000000,-307.796947
797.000000,30.024169
749.000000,102.237932
949.000000,-36.230842
505.000000,-1289.164124
779.000000,-126.540055
632.000000,-293.584124
684.000000,36.273753
624.000000,-421.122658
1050.000000,575.113249
1088.000000,519.847166
434.000000,-906.596137
465.000000,-1208.786093
764.000000,-296.763009
